location,scene
"Gerudo Training Ground Lava Room Silver Rupee Center Right","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Silver Rupee Hookshot Target","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Top","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Middle","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Bottom Front Right","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Bottom Center","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Silver Rupee Bottom Back Left","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Silver Rupee Bottom Right","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Silver Rupee Bottom Left","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Silver Rupee Ceiling","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Silver Rupee Ledge","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Silver Rupee Top Left","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Eye Statue Wonderitem","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Wonderitem","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Beamos Wonderitem","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Stalfos 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Stalfos 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Boulder Room Wallmaster","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Before Heavy Block Wolfos 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Before Heavy Block Wolfos 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Before Heavy Block Wolfos 3","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Before Heavy Block Wolfos 4","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Like Like 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Like Like 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Heavy Block Like Like 3","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Keese 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Keese 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Torch Slug 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Hammer Room Torch Slug 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Front Red Bubble","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Lava Room Back Red Bubble","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Beamos","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Dinolfos 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Dinolfos 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Shell Blade 1","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Shell Blade 2","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Shell Blade 3","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Underwater Shell Blade 4","OOT_GERUDO_TRAINING_GROUND"
"Gerudo Training Ground Song of Storms Fairy","OOT_GERUDO_TRAINING_GROUND"
"Ganons Castle Forest Trial Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Left Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Right Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Front Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Golden Gauntlets Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial First Left Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Second Left Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Third Left Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial First Right Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Second Right Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Third Right Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Invisible Enemies Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Lullaby Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Crystal Switch Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Invisible Chest","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Deku Scrub Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Deku Scrub Center-Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Deku Scrub Center-Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Deku Scrub Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Recovery Heart 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Recovery Heart 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Recovery Heart 3","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Recovery Heart","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Recovery Heart","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Fairy Pot Drop","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Boulder Pot","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Like Like Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Like Like Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Pot 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Pot 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Silver Rupee Ceiling","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Silver Rupee Front Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Silver Rupee Center","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Silver Rupee Back Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Silver Rupee Back Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Silver Rupee Center Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Silver Rupee Center Top","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Silver Rupee Center Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Silver Rupee Left Alcove","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Silver Rupee Right Alcove","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Silver Rupee Flamethrower","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Silver Rupee Inside Pillar","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Silver Rupee Right Front","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Silver Rupee Right Center","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Silver Rupee Right Back","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Silver Rupee Front Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Silver Rupee Front Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Silver Rupee Center Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Silver Rupee Back Center","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Silver Rupee Back Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Entry Hallway Beamos Left","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Entry Hallway Beamos Right","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Freezard 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Water Trial Freezard 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Wolfos","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Forest Trial Beamos","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Invisible Keese 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Invisible Keese 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Invisible Keese 3","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Invisible Skulltula","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Light Trial Wallmaster","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Green Bubble","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Shadow Trial Like Like","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Torch Slug","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Red Bubble 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Red Bubble 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Red Bubble 3","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Fire Trial Deepest Red Bubble","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Beamos","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Torch Slug 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Torch Slug 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Wrong Sun Wallmaster 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Wrong Sun Wallmaster 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Wrong Sun Wallmaster 3","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 1","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 2","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 3","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 4","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 5","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 6","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 7","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Hidden Fairy 8","OOT_INSIDE_GANON_CASTLE"
"Ganons Castle Spirit Trial Suns Song Fairy","OOT_INSIDE_GANON_CASTLE"
"Ganons Tower Boss Key Chest","OOT_GANON_TOWER"
"Ganons Tower Pot 1","OOT_GANON_TOWER"
"Ganons Tower Pot 2","OOT_GANON_TOWER"
"Ganons Tower Pot 3","OOT_GANON_TOWER"
"Ganons Tower Pot 4","OOT_GANON_TOWER"
"Ganons Tower Pot 5","OOT_GANON_TOWER"
"Ganons Tower Pot 6","OOT_GANON_TOWER"
"Ganons Tower Pot 7","OOT_GANON_TOWER"
"Ganons Tower Pot 8","OOT_GANON_TOWER"
"Ganons Tower Pot 9","OOT_GANON_TOWER"
"Ganons Tower Pot 10","OOT_GANON_TOWER"
"Ganons Tower Pot 11","OOT_GANON_TOWER"
"Ganons Tower Pot 12","OOT_GANON_TOWER"
"Ganons Tower Pot 13","OOT_GANON_TOWER"
"Ganons Tower Pot 14","OOT_GANON_TOWER"
"Ganons Tower Pot 15","OOT_GANON_TOWER"
"Ganons Tower Pot 16","OOT_GANON_TOWER"
"Ganons Tower Pot 17","OOT_GANON_TOWER"
"Ganons Tower Pot 18","OOT_GANON_TOWER"
"Ganons Tower Keese 1","OOT_GANON_TOWER"
"Ganons Tower Keese 2","OOT_GANON_TOWER"
"Ganons Tower Keese 3","OOT_GANON_TOWER"
"Ganons Tower Keese 4","OOT_GANON_TOWER"
"Ganons Tower Keese 5","OOT_GANON_TOWER"
"Ganons Tower Keese 6","OOT_GANON_TOWER"
"Ganons Tower Keese 7","OOT_GANON_TOWER"
"Ganons Tower Dinolfos 1","OOT_GANON_TOWER"
"Ganons Tower Dinolfos 2","OOT_GANON_TOWER"
"Ganons Tower Stalfos 1","OOT_GANON_TOWER"
"Ganons Tower Stalfos 2","OOT_GANON_TOWER"
"Ganons Tower White Knuckle","OOT_GANON_TOWER"
"Ganons Tower Black Knuckle","OOT_GANON_TOWER"
